timestamp,target,MAE,RMSE,R2,train_rows,test_rows,model_path
20260708_0829,pm2_5,0.7312164837736363,1.142023430196337,0.9661498744682528,468,83,models/xgb_pm2_5_20260708_0829.pkl
20260708_0829,pm10,4.528580528473758,14.822773468582977,0.7143270158629325,468,83,models/xgb_pm10_20260708_0829.pkl
20260709_0946,pm2_5,0.7209063007809237,1.214768171530244,0.9616952690749629,469,83,models/xgb_pm2_5_20260709_0946.pkl
20260709_0946,pm10,4.742389914884147,15.313551979055065,0.694428953377983,469,83,models/xgb_pm10_20260709_0946.pkl
20260710_0936,pm2_5,0.6690737508546559,1.0602459749645108,0.9708545255340512,470,83,models/xgb_pm2_5_20260710_0936.pkl
20260710_0936,pm10,4.746121789301575,14.88548163295935,0.7111941624317265,470,83,models/xgb_pm10_20260710_0936.pkl
20260711_0756,pm2_5,0.6673412317952154,1.0554630171006354,0.9708462644315758,470,84,models/xgb_pm2_5_20260711_0756.pkl
20260711_0756,pm10,4.689980029050635,14.796612658867383,0.711646301263472,470,84,models/xgb_pm10_20260711_0756.pkl
20260712_0819,pm2_5,0.6513027148271998,1.144707589828873,0.9656353508520732,471,84,models/xgb_pm2_5_20260712_0819.pkl
20260712_0819,pm10,4.658746920691597,14.691094874031522,0.7142307848065,471,84,models/xgb_pm10_20260712_0819.pkl
20260713_0928,pm2_5,0.6554360536040456,1.0787186448918658,0.9696278310931098,472,84,models/xgb_pm2_5_20260713_0928.pkl
20260713_0928,pm10,3.713319594771775,13.21326278596815,0.7685577547398983,472,84,models/xgb_pm10_20260713_0928.pkl
20260714_0806,pm2_5,0.7243753307080146,1.1329558680534424,0.9665091020321154,473,84,models/xgb_pm2_5_20260714_0806.pkl
20260714_0806,pm10,3.8187900694589767,13.379390342108172,0.7623233803036978,473,84,models/xgb_pm10_20260714_0806.pkl
20260715_0811,pm2_5,0.6667513547120274,1.077630226342453,0.9692167630648055,474,84,models/xgb_pm2_5_20260715_0811.pkl
20260715_0811,pm10,3.879545439866485,14.02838962546929,0.7356188814968174,474,84,models/xgb_pm10_20260715_0811.pkl
20260716_0814,pm2_5,0.6271271897371486,0.9853063362437081,0.9738432947406543,475,84,models/xgb_pm2_5_20260716_0814.pkl
20260716_0814,pm10,3.759528294316045,13.201105517576208,0.7621361463481646,475,84,models/xgb_pm10_20260716_0814.pkl
20260717_0810,pm2_5,0.598781943951965,1.0295287201514904,0.9713252940502173,476,84,models/xgb_pm2_5_20260717_0810.pkl
20260717_0810,pm10,3.549008866971133,13.458561488759937,0.7509523915766758,476,84,models/xgb_pm10_20260717_0810.pkl
20260718_0751,pm2_5,0.6016751677070568,1.0275476033396145,0.9717297615996451,476,85,models/xgb_pm2_5_20260718_0751.pkl
20260718_0751,pm10,3.522539329778136,13.379901236456561,0.7537357066321698,476,85,models/xgb_pm10_20260718_0751.pkl
20260719_0820,pm2_5,0.5704137602662733,0.9956374399237781,0.9735985795349681,477,85,models/xgb_pm2_5_20260719_0820.pkl
20260719_0820,pm10,3.8620421036863637,13.342324197858055,0.7553648521532658,477,85,models/xgb_pm10_20260719_0820.pkl
